Adelaide,Albany,Albury,AliceSprings,BadgerysCreek,Ballarat,Bendigo,Brisbane,Cairns,Canberra,Cobar,CoffsHarbour,Dartmoor,Darwin,GoldCoast,Hobart,Launceston,Melbourne,MelbourneAirport,Mildura,Moree,MountGambier,MountGinini,Newcastle,NorahHead,NorfolkIsland,Nuriootpa,PearceRAAF,Penrith,Perth,PerthAirport,Portland,Richmond,Sale,SalmonGums,Sydney,SydneyAirport,Townsville,Tuggeranong,WaggaWagga,Walpole,Watsonia,Williamtown,Witchcliffe,Wollongong,Woomera
23.307142857142857,18.575,24.15,30.36875,24.677777777777777,18.655555555555555,23.12777777777778,26.255555555555556,27.561111111111114,22.005555555555556,28.25,23.65,19.7125,28.672222222222224,25.366666666666664,17.75,19.766666666666666,20.61875,20.105555555555554,27.13888888888889,28.0375,19.094444444444445,15.705555555555556,25.23125,23.06875,22.1875,23.47222222222222,25.22222222222222,26.1,24.65,24.71111111111111,17.25,24.811111111111114,20.1,22.08888888888889,23.927777777777777,24.65,28.483333333333334,22.37777777777778,24.6625,18.766666666666666,20.533333333333335,24.67142857142857,19.27777777777778,22.549999999999997,29.85625
22.29375,19.1375,24.13888888888889,29.772222222222222,23.561111111111114,17.688888888888886,21.56111111111111,26.63888888888889,27.87222222222222,22.65,29.21111111111111,24.6,19.50625,28.438888888888886,25.9,17.13888888888889,17.927777777777777,20.4875,19.383333333333336,24.87777777777778,28.064285714285713,18.866666666666667,15.16111111111111,23.45,22.45625,22.38125,21.377777777777776,26.12777777777778,24.52857142857143,25.549999999999997,25.48888888888889,17.444444444444443,24.061111111111114,19.22222222222222,22.63888888888889,23.966666666666665,23.927777777777777,28.37777777777778,22.366666666666667,25.072222222222223,18.5,19.97222222222222,23.2625,20.36111111111111,21.894444444444446,28.33888888888889
24.016666666666666,19.0,23.755555555555556,29.47222222222222,22.02777777777778,18.322222222222223,22.066666666666666,26.022222222222222,27.927777777777777,21.695,28.194444444444443,23.40625,20.5,28.68333333333333,25.516666666666666,18.666666666666668,18.116666666666667,20.90625,20.522222222222222,24.966666666666665,27.75,19.427777777777777,14.483333333333333,22.58125,21.825,22.977777777777778,21.51111111111111,26.633333333333333,23.325,26.394444444444446,26.62777777777778,17.47222222222222,21.91111111111111,19.194444444444443,22.966666666666665,22.172222222222224,22.427777777777777,27.994444444444447,21.88888888888889,24.494444444444444,19.1,20.8375,22.644444444444442,20.58888888888889,20.41111111111111,27.727777777777778
24.4,19.60625,24.32777777777778,29.355555555555554,23.316666666666666,18.805555555555557,21.866666666666667,25.572222222222223,28.1,20.91,27.855555555555554,23.25,19.625,28.761111111111113,25.455555555555556,19.02777777777778,18.97222222222222,21.42142857142857,20.13888888888889,24.688888888888886,26.9125,18.977777777777778,13.75625,23.71875,22.9375,22.488888888888887,22.038888888888888,26.96875,24.787499999999998,26.27777777777778,26.438888888888886,17.77777777777778,23.477777777777778,19.1,22.572222222222223,22.716666666666665,23.58888888888889,28.383333333333333,21.15,24.61111111111111,19.705555555555556,20.444444444444443,23.644444444444446,21.038888888888888,21.12222222222222,26.92222222222222
24.4625,21.461111111111112,24.077777777777776,28.666666666666668,23.5125,18.072222222222223,22.227777777777778,25.33125,28.233333333333334,20.89,28.23888888888889,22.7875,18.04375,28.71111111111111,25.211111111111112,17.816666666666666,18.4,20.62857142857143,19.405555555555555,25.96111111111111,26.13888888888889,17.216666666666665,14.399999999999999,23.77777777777778,22.425,22.444444444444443,22.044444444444444,27.3,24.51875,26.299999999999997,26.544444444444444,15.277777777777779,23.294444444444444,19.938888888888886,24.533333333333335,22.333333333333332,23.211111111111112,28.738888888888887,21.083333333333332,24.494444444444444,20.61875,20.266666666666666,23.211111111111112,21.783333333333335,21.083333333333332,28.227777777777778
25.444444444444443,21.85,24.694444444444443,28.772222222222222,23.044444444444444,18.77777777777778,22.48888888888889,25.58125,27.83888888888889,21.610000000000003,28.283333333333335,23.29375,19.4,29.049999999999997,25.533333333333335,17.194444444444443,18.655555555555555,21.385714285714283,20.355555555555554,25.805555555555557,26.6,19.194444444444443,14.38888888888889,24.1,22.575,22.072222222222223,23.455555555555556,26.54444444444444,24.49375,25.644444444444446,25.855555555555554,16.91875,23.36111111111111,19.299999999999997,25.299999999999997,23.233333333333334,23.02777777777778,28.599999999999998,21.200000000000003,25.12222222222222,21.675,21.044444444444444,23.4875,22.0625,21.355555555555554,29.46111111111111
27.322222222222223,19.224999999999998,24.944444444444443,28.02777777777778,23.005555555555556,20.733333333333334,24.083333333333332,25.049999999999997,27.555555555555557,21.31,28.650000000000002,23.13125,22.443749999999998,29.533333333333335,25.27777777777778,18.3375,18.944444444444443,22.349999999999998,22.01111111111111,27.566666666666666,26.37222222222222,21.866666666666667,14.899999999999999,24.175,23.1625,22.71875,25.349999999999998,23.85,24.20625,24.88888888888889,24.694444444444443,20.033333333333335,23.416666666666668,19.950000000000003,23.77777777777778,22.977777777777778,23.08888888888889,28.38888888888889,21.344444444444445,24.783333333333335,19.97222222222222,22.405555555555555,23.30625,21.58125,21.85,29.855555555555554
24.016666666666666,19.305555555555557,25.15,27.333333333333332,23.857142857142858,20.522222222222222,24.37777777777778,25.322222222222223,27.822222222222223,22.455000000000002,29.761111111111113,23.61875,20.692857142857143,29.383333333333333,25.45625,20.616666666666667,19.716666666666665,24.183333333333334,22.9,26.783333333333335,27.34375,19.283333333333335,15.25,24.178571428571427,24.28125,22.1125,21.933333333333334,25.01875,25.266666666666666,25.36111111111111,25.700000000000003,18.044444444444444,23.733333333333334,21.86111111111111,22.675,23.538888888888888,24.049999999999997,28.605555555555554,22.466666666666665,26.227777777777774,19.0625,23.233333333333334,24.11875,19.625,22.394444444444446,28.983333333333334
23.244444444444444,19.827777777777776,23.63888888888889,28.083333333333332,23.042857142857144,17.41875,20.775,25.82222222222222,28.133333333333333,21.316666666666666,27.794444444444444,23.99375,18.5875,29.788888888888884,25.65,16.75,18.79444444444444,21.314285714285713,19.466666666666665,23.549999999999997,27.83888888888889,17.75,13.25,24.37142857142857,23.366666666666667,21.966666666666665,21.061111111111114,25.893749999999997,24.927777777777777,25.26111111111111,25.61111111111111,16.44375,24.605555555555554,18.8,23.47222222222222,23.58888888888889,23.88888888888889,28.533333333333335,21.555555555555557,24.938888888888886,20.271428571428572,19.84375,23.3875,20.727777777777778,22.02777777777778,26.544444444444444
24.566666666666666,19.805555555555557,24.26111111111111,27.516666666666666,24.183333333333334,19.477777777777778,22.177777777777777,25.916666666666668,27.538888888888888,21.422222222222224,27.73888888888889,23.425,20.475,28.700000000000003,25.577777777777776,17.38888888888889,18.166666666666668,21.37857142857143,20.594444444444445,25.01111111111111,26.727777777777778,19.37777777777778,13.175,24.935714285714287,23.533333333333335,21.916666666666668,22.811111111111114,25.642857142857142,25.072222222222223,24.555555555555557,24.905555555555555,17.572222222222223,24.383333333333336,18.894444444444446,22.538888888888888,24.06666666666667,24.094444444444445,28.02777777777778,21.711111111111112,24.316666666666666,19.7375,21.83888888888889,23.45,21.105555555555554,22.272222222222226,27.86111111111111
